0,0,200.77358490566039
0,1,180.35849056603774
0,2,157.64150943396226
0,3,132.43396226415095
0,4,111.0377358490566
0,5,95.452830188679243
0,6,93.396226415094333
0,7,98.905660377358487
0,8,103.84905660377359
0,9,113.83018867924528
0,10,127.26415094339623
0,11,141.69811320754718
0,12,157.96226415094338
0,13,173.18867924528303
0,14,183.66037735849056
0,15,192.32075471698113
0,16,200.41509433962264
0,17,206.26415094339623
0,18,208.77358490566039
0,19,211.15094339622641
0,20,208
0,21,197.15094339622641
0,22,179.49056603773585
0,23,159.75471698113208
1,0,132.01923076923077
1,1,106.21153846153847
1,2,87.211538461538467
1,3,75.365384615384613
1,4,67.115384615384613
1,5,70.82692307692308
1,6,95.365384615384613
1,7,123.40384615384616
1,8,143.71153846153845
1,9,162.59615384615384
1,10,175.59615384615384
1,11,182.09615384615384
1,12,186.21153846153845
1,13,189
1,14,191.75
1,15,195.73076923076923
1,16,201.90384615384616
1,17,206.61538461538461
1,18,208.63461538461539
1,19,212.46153846153845
1,20,211.53846153846155
1,21,198.80769230769232
1,22,173.42307692307693
1,23,149.36538461538461
2,0,121.07692307692308
2,1,92.90384615384616
2,2,75.09615384615384
2,3,64.42307692307692
2,4,58.884615384615387
2,5,67.115384615384613
2,6,95.942307692307693
2,7,130.38461538461539
2,8,157.17307692307693
2,9,178.44230769230768
2,10,194.38461538461539
2,11,201.38461538461539
2,12,205.34615384615384
2,13,208.53846153846155
2,14,211.75
2,15,215.63461538461539
2,16,218.69230769230768
2,17,223.32692307692307
2,18,226.42307692307693
2,19,231.78846153846155
2,20,234.88461538461539
2,21,221.61538461538461
2,22,199.15384615384616
2,23,173.53846153846155
3,0,143.92307692307693
3,1,113.90384615384616
3,2,92.07692307692308
3,3,77.557692307692307
3,4,70.07692307692308
3,5,72.461538461538467
3,6,99.211538461538467
3,7,134.26923076923077
3,8,160.36538461538461
3,9,181.13461538461539
3,10,196.94230769230768
3,11,204.28846153846155
3,12,210.38461538461539
3,13,215.17307692307693
3,14,218.15384615384616
3,15,222.84615384615384
3,16,228.67307692307693
3,17,233.96153846153845
3,18,238.67307692307693
3,19,244.65384615384616
3,20,245.51923076923077
3,21,236.21153846153845
3,22,211.73076923076923
3,23,185.40384615384616
4,0,154.36538461538461
4,1,121.78846153846153
4,2,97.40384615384616
4,3,81.615384615384613
4,4,72.884615384615387
4,5,76.807692307692307
4,6,100.38461538461539
4,7,133.75
4,8,160.34615384615384
4,9,183.40384615384616
4,10,200.05769230769232
4,11,207.98076923076923
4,12,211.23076923076923
4,13,216.28846153846155
4,14,220.61538461538461
4,15,227.61538461538461
4,16,233.01923076923077
4,17,240.34615384615384
4,18,241.98076923076923
4,19,248
4,20,249.25
4,21,239.61538461538461
4,22,218.30769230769232
4,23,191.63461538461539
5,0,164.98076923076923
5,1,136.61538461538461
5,2,110.26923076923077
5,3,90.365384615384613
5,4,77.557692307692307
5,5,79.134615384615387
5,6,100.71153846153847
5,7,132.09615384615384
5,8,157.44230769230768
5,9,178.26923076923077
5,10,193.13461538461539
5,11,203.34615384615384
5,12,209.65384615384616
5,13,214.67307692307693
5,14,222.78846153846155
5,15,233.05769230769232
5,16,237
5,17,243.26923076923077
5,18,253.71153846153845
5,19,266.61538461538464
5,20,274.88461538461536
5,21,273.90384615384613
5,22,263.71153846153845
5,23,247.26923076923077
6,0,225.42307692307693
6,1,202.57692307692307
6,2,176.05769230769232
6,3,147.61538461538461
6,4,122.94230769230769
6,5,106.19230769230769
6,6,104.55769230769231
6,7,111.88461538461539
6,8,119.23076923076923
6,9,129.03846153846155
6,10,142.96153846153845
6,11,158.32692307692307
6,12,176.34615384615384
6,13,190.96153846153845
6,14,201.80769230769232
6,15,216.59615384615384
6,16,226.57692307692307
6,17,235.48076923076923
6,18,244.40384615384616
6,19,251.36538461538461
6,20,251.88461538461539
6,21,245.09615384615384
6,22,235.55769230769232
6,23,220.86538461538461
